meshcode,option1,option2,option3,option4,option5,option6,value
53390389,14,14116,2021,12,0,1,5719
53390389,14,14116,2021,12,0,2,5452
53390389,14,14116,2021,12,1,0,3974
53390389,14,14116,2021,12,1,1,5570
53390389,14,14116,2021,12,1,2,4914
53390389,14,14116,2021,12,2,0,4223
53390389,14,14116,2021,12,2,1,5609
53390389,14,14116,2021,12,2,2,5053
53390398,14,14116,2021,12,0,0,6524
53390398,14,14116,2021,12,0,1,6936
53390398,14,14116,2021,12,0,2,6888
53390398,14,14116,2021,12,1,0,5801
53390398,14,14116,2021,12,1,1,6894
53390398,14,14116,2021,12,1,2,6433
53390398,14,14116,2021,12,2,0,5988
53390398,14,14116,2021,12,2,1,6905
53390398,14,14116,2021,12,2,2,6550
53390399,14,14116,2021,12,0,0,7460
53390399,14,14116,2021,12,0,1,7913
53390399,14,14116,2021,12,0,2,7814
53390399,14,14116,2021,12,1,0,6835
53390399,14,14116,2021,12,1,1,7546
53390399,14,14116,2021,12,1,2,7203
53390399,14,14116,2021,12,2,0,6996
53390399,14,14116,2021,12,2,1,7641
53390399,14,14116,2021,12,2,2,7360
53390470,14,14116,2021,12,0,0,2919
53390470,14,14116,2021,12,0,1,3363
53390470,14,14116,2021,12,0,2,3141
53390470,14,14116,2021,12,1,0,2140
53390470,14,14116,2021,12,1,1,3052
53390470,14,14116,2021,12,1,2,2521
53390470,14,14116,2021,12,2,0,2341
53390470,14,14116,2021,12,2,1,3132
53390470,14,14116,2021,12,2,2,2681
53390480,14,14116,2021,12,0,0,9801
53390480,14,14116,2021,12,0,1,12287
53390480,14,14116,2021,12,0,2,11063
53390480,14,14116,2021,12,1,0,7885
53390480,14,14116,2021,12,1,1,11920
53390480,14,14116,2021,12,1,2,9976
53390480,14,14116,2021,12,2,0,8379
53390480,14,14116,2021,12,2,1,12014
53390480,14,14116,2021,12,2,2,10257
53390490,14,14116,2021,12,0,0,13748
53390490,14,14116,2021,12,0,1,12061
53390490,14,14116,2021,12,0,2,13067
53390490,14,14116,2021,12,1,0,11115
53390490,14,14116,2021,12,1,1,11771
53390490,14,14116,2021,12,1,2,11457
53390490,14,14116,2021,12,2,0,11794
53390490,14,14116,2021,12,2,1,11846
53390490,14,14116,2021,12,2,2,11872
53390491,14,14116,2021,12,0,0,7877
53390491,14,14116,2021,12,0,1,11520
53390491,14,14116,2021,12,0,2,9973
53390491,14,14116,2021,12,1,0,6795
53390491,14,14116,2021,12,1,1,11149
53390491,14,14116,2021,12,1,2,8939
53390491,14,14116,2021,12,2,0,7074
53390491,14,14116,2021,12,2,1,11244
53390491,14,14116,2021,12,2,2,9206
53391308,14,14116,2021,12,0,0,6236
53391308,14,14116,2021,12,0,1,6906
53391308,14,14116,2021,12,0,2,6715
53391308,14,14116,2021,12,1,0,5149
53391308,14,14116,2021,12,1,1,6416
53391308,14,14116,2021,12,1,2,5738
53391308,14,14116,2021,12,2,0,5429
53391308,14,14116,2021,12,2,1,6543
53391308,14,14116,2021,12,2,2,5990
53391309,14,14116,2021,12,0,0,7550
53391309,14,14116,2021,12,0,1,8534
53391309,14,14116,2021,12,0,2,8080
53391309,14,14116,2021,12,1,0,6842
53391309,14,14116,2021,12,1,1,8299
53391309,14,14116,2021,12,1,2,7573
53391309,14,14116,2021,12,2,0,7024
53391309,14,14116,2021,12,2,1,8360
53391309,14,14116,2021,12,2,2,7704
53391318,14,14116,2021,12,0,0,3283
53391318,14,14116,2021,12,0,1,3283
53391318,14,14116,2021,12,0,2,3184
53391318,14,14116,2021,12,1,0,3346
53391318,14,14116,2021,12,1,1,3485
53391318,14,14116,2021,12,1,2,3379
53391318,14,14116,2021,12,2,0,3330
53391318,14,14116,2021,12,2,1,3433
53391318,14,14116,2021,12,2,2,3329
53391319,14,14116,2021,12,0,0,6013
53391319,14,14116,2021,12,0,1,5986
53391319,14,14116,2021,12,0,2,5821
53391319,14,14116,2021,12,1,0,4047
53391319,14,14116,2021,12,1,1,5536
53391319,14,14116,2021,12,1,2,4922
53391319,14,14116,2021,12,2,0,4554
53391319,14,14116,2021,12,2,1,5652
53391319,14,14116,2021,12,2,2,5154
53391328,14,14116,2021,12,0,0,2185
53391328,14,14116,2021,12,0,1,1812
53391328,14,14116,2021,12,0,2,2041
53391328,14,14116,2021,12,1,0,1807
53391328,14,14116,2021,12,1,1,1737
53391328,14,14116,2021,12,1,2,1755
53391328,14,14116,2021,12,2,0,1905
53391328,14,14116,2021,12,2,1,1756
53391328,14,14116,2021,12,2,2,1829
53391329,14,14116,2021,12,0,0,2495
53391329,14,14116,2021,12,0,1,2873
53391329,14,14116,2021,12,0,2,2687
53391329,14,14116,2021,12,1,0,2983
53391329,14,14116,2021,12,1,1,2965
53391329,14,14116,2021,12,1,2,2899
53391329,14,14116,2021,12,2,0,2857
53391329,14,14116,2021,12,2,1,2941
53391329,14,14116,2021,12,2,2,2844
53391338,14,14116,2021,12,0,0,5498
53391338,14,14116,2021,12,0,1,5606
53391338,14,14116,2021,12,0,2,5450
53391338,14,14116,2021,12,1,0,4697
53391338,14,14116,2021,12,1,1,5599
53391338,14,14116,2021,12,1,2,5169
53391338,14,14116,2021,12,2,0,4904
53391338,14,14116,2021,12,2,1,5601
53391338,14,14116,2021,12,2,2,5241
53391400,14,14116,2021,12,0,0,2532
53391400,14,14116,2021,12,0,1,3167
53391400,14,14116,2021,12,0,2,2833
53391400,14,14116,2021,12,1,0,3495
53391400,14,14116,2021,12,1,1,3087
53391400,14,14116,2021,12,1,2,3196
53391400,14,14116,2021,12,2,0,3247
53391400,14,14116,2021,12,2,1,3108
53391400,14,14116,2021,12,2,2,3102
53391401,14,14116,2021,12,0,0,8057
53391401,14,14116,2021,12,0,1,10096
53391401,14,14116,2021,12,0,2,9158
53391401,14,14116,2021,12,1,0,5834
53391401,14,14116,2021,12,1,1,9621
53391401,14,14116,2021,12,1,2,7803
53391401,14,14116,2021,12,2,0,6408
53391401,14,14116,2021,12,2,1,9744
53391401,14,14116,2021,12,2,2,8153
53391410,14,14116,2021,12,0,0,8577
53391410,14,14116,2021,12,0,1,9192
53391410,14,14116,2021,12,0,2,8822
53391410,14,14116,2021,12,1,0,8241
53391410,14,14116,2021,12,1,1,8837
53391410,14,14116,2021,12,1,2,8546
53391410,14,14116,2021,12,2,0,8328
53391410,14,14116,2021,12,2,1,8929
53391410,14,14116,2021,12,2,2,8617
53391411,14,14116,2021,12,0,0,5234
53391411,14,14116,2021,12,0,1,7188
53391411,14,14116,2021,12,0,2,6259
53391411,14,14116,2021,12,1,0,4809
53391411,14,14116,2021,12,1,1,6935
53391411,14,14116,2021,12,1,2,5980
53391411,14,14116,2021,12,2,0,4919
53391411,14,14116,2021,12,2,1,7000
53391411,14,14116,2021,12,2,2,6052
53391421,14,14116,2021,12,0,0,8931
53391421,14,14116,2021,12,0,1,9023
53391421,14,14116,2021,12,0,2,8939
53391421,14,14116,2021,12,1,0,8352
53391421,14,14116,2021,12,1,1,9358
53391421,14,14116,2021,12,1,2,8843
53391421,14,14116,2021,12,2,0,8501
53391421,14,14116,2021,12,2,1,9271
53391421,14,14116,2021,12,2,2,8868
53391431,14,14116,2021,12,0,0,3608
53391431,14,14116,2021,12,0,1,4639
53391431,14,14116,2021,12,0,2,4209
53391431,14,14116,2021,12,1,0,2674
53391431,14,14116,2021,12,1,1,4255
53391431,14,14116,2021,12,1,2,3442
53391431,14,14116,2021,12,2,0,2915
53391431,14,14116,2021,12,2,1,4354
53391431,14,14116,2021,12,2,2,3640
53392358,14,14117,2021,12,0,0,5870
53392358,14,14117,2021,12,0,1,7535
53392358,14,14117,2021,12,0,2,6826
53392358,14,14117,2021,12,1,0,4588
53392358,14,14117,2021,12,1,1,7352
53392358,14,14117,2021,12,1,2,5880
53392358,14,14117,2021,12,2,0,4919
53392358,14,14117,2021,12,2,1,7399
53392358,14,14117,2021,12,2,2,6124
53392359,14,14117,2021,12,0,0,3803
53392359,14,14117,2021,12,0,1,4456
53392359,14,14117,2021,12,0,2,4181
53392359,14,14117,2021,12,1,0,3544
53392359,14,14117,2021,12,1,1,4337
53392359,14,14117,2021,12,1,2,3975
53392359,14,14117,2021,12,2,0,3611
53392359,14,14117,2021,12,2,1,4368
53392359,14,14117,2021,12,2,2,4028
53392369,14,14117,2021,12,0,0,4918
53392369,14,14117,2021,12,0,1,5433
53392369,14,14117,2021,12,0,2,5140
53392369,14,14117,2021,12,1,0,5412
53392369,14,14117,2021,12,1,1,5259
53392369,14,14117,2021,12,1,2,5319
53392369,14,14117,2021,12,2,0,5285
53392369,14,14117,2021,12,2,1,5304
53392369,14,14117,2021,12,2,2,5273
53392378,14,14117,2021,12,0,0,4084
53392378,14,14117,2021,12,0,1,4846
53392378,14,14117,2021,12,0,2,4359
53392378,14,14117,2021,12,1,0,3514
53392378,14,14117,2021,12,1,1,4944
53392378,14,14117,2021,12,1,2,4293
53392378,14,14117,2021,12,2,0,3661
53392378,14,14117,2021,12,2,1,4919
53392378,14,14117,2021,12,2,2,4310
53392379,14,14117,2021,12,0,0,1320
53392379,14,14117,2021,12,0,1,313
53392379,14,14117,2021,12,0,2,579
53392379,14,14117,2021,12,1,0,733
53392379,14,14117,2021,12,1,1,198
53392379,14,14117,2021,12,1,2,380
53392379,14,14117,2021,12,2,0,884
53392379,14,14117,2021,12,2,1,227
53392379,14,14117,2021,12,2,2,431
53392388,14,14117,2021,12,0,0,2326
53392388,14,14117,2021,12,0,1,3014
53392388,14,14117,2021,12,0,2,2734
53392388,14,14117,2021,12,1,0,2652
53392388,14,14117,2021,12,1,1,2966
53392388,14,14117,2021,12,1,2,2868
53392388,14,14117,2021,12,2,0,2568
53392388,14,14117,2021,12,2,1,2978
53392388,14,14117,2021,12,2,2,2833
53392440,14,14117,2021,12,0,0,6615
53392440,14,14117,2021,12,0,1,7752
53392440,14,14117,2021,12,0,2,7315
53392440,14,14117,2021,12,1,0,5542
53392440,14,14117,2021,12,1,1,8144
53392440,14,14117,2021,12,1,2,6983
53392440,14,14117,2021,12,2,0,5819
53392440,14,14117,2021,12,2,1,8043
53392440,14,14117,2021,12,2,2,7069
53392441,14,14117,2021,12,0,0,10711
53392441,14,14117,2021,12,0,1,10954
53392441,14,14117,2021,12,0,2,11017
53392441,14,14117,2021,12,1,0,9273
53392441,14,14117,2021,12,1,1,10623
53392441,14,14117,2021,12,1,2,10050
53392441,14,14117,2021,12,2,0,9644
53392441,14,14117,2021,12,2,1,10708
53392441,14,14117,2021,12,2,2,10299
53392442,14,14117,2021,12,0,0,9822
53392442,14,14117,2021,12,0,1,13556
53392442,14,14117,2021,12,0,2,12149
53392442,14,14117,2021,12,1,0,8277
53392442,14,14117,2021,12,1,1,13047
53392442,14,14117,2021,12,1,2,10625
53392442,14,14117,2021,12,2,0,8676
53392442,14,14117,2021,12,2,1,13179
53392442,14,14117,2021,12,2,2,11019
53392443,14,14117,2021,12,0,0,3569
53392443,14,14117,2021,12,0,1,5513
53392443,14,14117,2021,12,0,2,4700
53392443,14,14117,2021,12,1,0,3611
53392443,14,14117,2021,12,1,1,4929
53392443,14,14117,2021,12,1,2,4344
53392443,14,14117,2021,12,2,0,3600
53392443,14,14117,2021,12,2,1,5080
53392443,14,14117,2021,12,2,2,4436
53392450,14,14117,2021,12,0,0,10008
53392450,14,14117,2021,12,0,1,12422
53392450,14,14117,2021,12,0,2,11294
53392450,14,14117,2021,12,1,0,7854
53392450,14,14117,2021,12,1,1,11312
53392450,14,14117,2021,12,1,2,9608
53392450,14,14117,2021,12,2,0,8410
53392450,14,14117,2021,12,2,1,11598
53392450,14,14117,2021,12,2,2,10043
53392451,14,14117,2021,12,0,0,18598
53392451,14,14117,2021,12,0,1,14054
53392451,14,14117,2021,12,0,2,15922
53392451,14,14117,2021,12,1,0,14078
53392451,14,14117,2021,12,1,1,13219
53392451,14,14117,2021,12,1,2,13704
53392451,14,14117,2021,12,2,0,15245
53392451,14,14117,2021,12,2,1,13434
53392451,14,14117,2021,12,2,2,14276
53392452,14,14117,2021,12,0,0,15644
53392452,14,14117,2021,12,0,1,16398
53392452,14,14117,2021,12,0,2,15965
53392452,14,14117,2021,12,1,0,14790
53392452,14,14117,2021,12,1,1,16898
53392452,14,14117,2021,12,1,2,15780
53392452,14,14117,2021,12,2,0,15011
53392452,14,14117,2021,12,2,1,16769
53392452,14,14117,2021,12,2,2,15827
53392453,14,14117,2021,12,0,0,7215
53392453,14,14117,2021,12,0,1,8711
53392453,14,14117,2021,12,0,2,8023
53392453,14,14117,2021,12,1,0,6516
53392453,14,14117,2021,12,1,1,8445
53392453,14,14117,2021,12,1,2,7472
53392453,14,14117,2021,12,2,0,6696
53392453,14,14117,2021,12,2,1,8513
53392453,14,14117,2021,12,2,2,7614
53392460,14,14117,2021,12,0,0,8396
53392460,14,14117,2021,12,0,1,9640
53392460,14,14117,2021,12,0,2,9100
53392460,14,14117,2021,12,1,0,7075
53392460,14,14117,2021,12,1,1,8843
53392460,14,14117,2021,12,1,2,8073
53392460,14,14117,2021,12,2,0,7416
53392460,14,14117,2021,12,2,1,9049
53392460,14,14117,2021,12,2,2,8338
53392461,14,14117,2021,12,0,0,9808
53392461,14,14117,2021,12,0,1,12309
53392461,14,14117,2021,12,0,2,11279
53392461,14,14117,2021,12,1,0,7274
53392461,14,14117,2021,12,1,1,11850
53392461,14,14117,2021,12,1,2,9604
53392461,14,14117,2021,12,2,0,7928
53392461,14,14117,2021,12,2,1,11968
53392461,14,14117,2021,12,2,2,10036
53392462,14,14117,2021,12,0,0,4753
53392462,14,14117,2021,12,0,1,5243
53392462,14,14117,2021,12,0,2,5074
53392462,14,14117,2021,12,1,0,3793
53392462,14,14117,2021,12,1,1,4672
53392462,14,14117,2021,12,1,2,4225
53392462,14,14117,2021,12,2,0,4041
53392462,14,14117,2021,12,2,1,4819
53392462,14,14117,2021,12,2,2,4444
53392463,14,14117,2021,12,0,0,16520
53392463,14,14117,2021,12,0,1,16454
53392463,14,14117,2021,12,0,2,16711
53392463,14,14117,2021,12,1,0,14804
53392463,14,14117,2021,12,1,1,16249
53392463,14,14117,2021,12,1,2,15644
53392463,14,14117,2021,12,2,0,15247
53392463,14,14117,2021,12,2,1,16302
53392463,14,14117,2021,12,2,2,15919
53392464,14,14117,2021,12,0,0,7465
53392464,14,14117,2021,12,0,1,7501
53392464,14,14117,2021,12,0,2,7513
53392464,14,14117,2021,12,1,0,7680
53392464,14,14117,2021,12,1,1,7559
53392464,14,14117,2021,12,1,2,7746
53392464,14,14117,2021,12,2,0,7625
53392464,14,14117,2021,12,2,1,7544
53392464,14,14117,2021,12,2,2,7686
53392470,14,14117,2021,12,0,0,5683
53392470,14,14117,2021,12,0,1,7121
53392470,14,14117,2021,12,0,2,6363
53392470,14,14117,2021,12,1,0,4257
53392470,14,14117,2021,12,1,1,6899
53392470,14,14117,2021,12,1,2,5688
53392470,14,14117,2021,12,2,0,4625
53392470,14,14117,2021,12,2,1,6956
53392470,14,14117,2021,12,2,2,5862
53392471,14,14117,2021,12,0,0,2601
53392471,14,14117,2021,12,0,1,2309
53392471,14,14117,2021,12,0,2,2373
53392471,14,14117,2021,12,1,0,3139
53392471,14,14117,2021,12,1,1,2689
53392471,14,14117,2021,12,1,2,2816
53392471,14,14117,2021,12,2,0,3000
53392471,14,14117,2021,12,2,1,2591
53392471,14,14117,2021,12,2,2,2702
53392472,14,14117,2021,12,0,0,5400
53392472,14,14117,2021,12,0,1,7043
53392472,14,14117,2021,12,0,2,6359
53392472,14,14117,2021,12,1,0,3737
53392472,14,14117,2021,12,1,1,6396
53392472,14,14117,2021,12,1,2,5018
53392472,14,14117,2021,12,2,0,4166
53392472,14,14117,2021,12,2,1,6563
53392472,14,14117,2021,12,2,2,5364
53392473,14,14117,2021,12,0,0,6520
53392473,14,14117,2021,12,0,1,8114
53392473,14,14117,2021,12,0,2,7571
53392473,14,14117,2021,12,1,0,5085
53392473,14,14117,2021,12,1,1,7585
53392473,14,14117,2021,12,1,2,6476
53392473,14,14117,2021,12,2,0,5455
53392473,14,14117,2021,12,2,1,7722
53392473,14,14117,2021,12,2,2,6759
53392474,14,14117,2021,12,0,0,13292
53392474,14,14117,2021,12,0,1,12969
53392474,14,14117,2021,12,0,2,13176
53392474,14,14117,2021,12,1,0,12289
53392474,14,14117,2021,12,1,1,12922
53392474,14,14117,2021,12,1,2,12575
53392474,14,14117,2021,12,2,0,12548
53392474,14,14117,2021,12,2,1,12934
53392474,14,14117,2021,12,2,2,12730
53392480,14,14117,2021,12,0,0,2688
53392480,14,14117,2021,12,0,1,2638
53392480,14,14117,2021,12,0,2,2584
53392480,14,14117,2021,12,1,0,2198
53392480,14,14117,2021,12,1,1,2445
53392480,14,14117,2021,12,1,2,2265
53392480,14,14117,2021,12,2,0,2324
53392480,14,14117,2021,12,2,1,2495
53392480,14,14117,2021,12,2,2,2347
53392482,14,14117,2021,12,0,0,6064
53392482,14,14117,2021,12,0,1,5311
53392482,14,14117,2021,12,0,2,5541
53392482,14,14117,2021,12,1,0,5652
53392482,14,14117,2021,12,1,1,4388
53392482,14,14117,2021,12,1,2,4902
53392482,14,14117,2021,12,2,0,5758
53392482,14,14117,2021,12,2,1,4626
53392482,14,14117,2021,12,2,2,5067
53392483,14,14117,2021,12,0,0,9619
53392483,14,14117,2021,12,0,1,11301
53392483,14,14117,2021,12,0,2,10459
53392483,14,14117,2021,12,1,0,7431
53392483,14,14117,2021,12,1,1,10931
53392483,14,14117,2021,12,1,2,9305
53392483,14,14117,2021,12,2,0,7996
53392483,14,14117,2021,12,2,1,11027
53392483,14,14117,2021,12,2,2,9603
53392484,14,14117,2021,12,0,0,15205
53392484,14,14117,2021,12,0,1,15118
53392484,14,14117,2021,12,0,2,15175
53392484,14,14117,2021,12,1,0,13236
53392484,14,14117,2021,12,1,1,15129
53392484,14,14117,2021,12,1,2,14442
53392484,14,14117,2021,12,2,0,13744
53392484,14,14117,2021,12,2,1,15126
53392484,14,14117,2021,12,2,2,14631
53392492,14,14117,2021,12,0,0,7460
53392492,14,14117,2021,12,0,1,9850
53392492,14,14117,2021,12,0,2,8939
53392492,14,14117,2021,12,1,0,5694
53392492,14,14117,2021,12,1,1,9234
53392492,14,14117,2021,12,1,2,7589
53392492,14,14117,2021,12,2,0,6150
53392492,14,14117,2021,12,2,1,9393
53392492,14,14117,2021,12,2,2,7938
53392493,14,14117,2021,12,0,0,6549
53392493,14,14117,2021,12,0,1,7739
53392493,14,14117,2021,12,0,2,7258
53392493,14,14117,2021,12,1,0,5285
53392493,14,14117,2021,12,1,1,7424
53392493,14,14117,2021,12,1,2,6390
53392493,14,14117,2021,12,2,0,5611
53392493,14,14117,2021,12,2,1,7505
53392493,14,14117,2021,12,2,2,6614
53392494,14,14117,2021,12,0,0,27213
53392494,14,14117,2021,12,0,1,19421
53392494,14,14117,2021,12,0,2,22469
53392494,14,14117,2021,12,1,0,20462
53392494,14,14117,2021,12,1,1,17824
53392494,14,14117,2021,12,1,2,19119
53392494,14,14117,2021,12,2,0,22204
53392494,14,14117,2021,12,2,1,18236
53392494,14,14117,2021,12,2,2,19984
53393402,14,14117,2021,12,0,0,6467
53393402,14,14117,2021,12,0,1,7276
53393402,14,14117,2021,12,0,2,6799
53393402,14,14117,2021,12,1,0,5922
53393402,14,14117,2021,12,1,1,7058
53393402,14,14117,2021,12,1,2,6444
53393402,14,14117,2021,12,2,0,6063
53393402,14,14117,2021,12,2,1,7114
53393402,14,14117,2021,12,2,2,6535
53393403,14,14117,2021,12,0,0,4617
53393403,14,14117,2021,12,0,1,4358
53393403,14,14117,2021,12,0,2,4572
53393403,14,14117,2021,12,1,0,3966
53393403,14,14117,2021,12,1,1,4591
53393403,14,14117,2021,12,1,2,4303
53393403,14,14117,2021,12,2,0,4134
53393403,14,14117,2021,12,2,1,4531
53393403,14,14117,2021,12,2,2,4373
53392414,14,14118,2021,12,0,0,7525
53392414,14,14118,2021,12,0,1,7639
53392414,14,14118,2021,12,0,2,7797
53392414,14,14118,2021,12,1,0,14882
53392414,14,14118,2021,12,1,1,8784
53392414,14,14118,2021,12,1,2,11506
53392414,14,14118,2021,12,2,0,12984
53392414,14,14118,2021,12,2,1,8489
53392414,14,14118,2021,12,2,2,10549
53392424,14,14118,2021,12,0,0,7667
53392424,14,14118,2021,12,0,1,9512
53392424,14,14118,2021,12,0,2,8631
53392424,14,14118,2021,12,1,0,9451
53392424,14,14118,2021,12,1,1,9953
53392424,14,14118,2021,12,1,2,9806
53392424,14,14118,2021,12,2,0,8991
53392424,14,14118,2021,12,2,1,9839
53392424,14,14118,2021,12,2,2,9503
53392425,14,14118,2021,12,0,0,13989
53392425,14,14118,2021,12,0,1,8032
53392425,14,14118,2021,12,0,2,10498
53392425,14,14118,2021,12,1,0,10283
53392425,14,14118,2021,12,1,1,7698
53392425,14,14118,2021,12,1,2,8452
53392425,14,14118,2021,12,2,0,11240
53392425,14,14118,2021,12,2,1,7784
53392425,14,14118,2021,12,2,2,8980
53392426,14,14118,2021,12,0,0,3255
53392426,14,14118,2021,12,0,1,1982
53392426,14,14118,2021,12,0,2,2619
53392426,14,14118,2021,12,1,0,2961
53392426,14,14118,2021,12,1,1,2256
53392426,14,14118,2021,12,1,2,2613
53392426,14,14118,2021,12,2,0,3037
53392426,14,14118,2021,12,2,1,2186
53392426,14,14118,2021,12,2,2,2615
53392427,14,14118,2021,12,0,0,8394
53392427,14,14118,2021,12,0,1,2507
53392427,14,14118,2021,12,0,2,4788
53392427,14,14118,2021,12,1,0,7151
53392427,14,14118,2021,12,1,1,2700
53392427,14,14118,2021,12,1,2,4653
53392427,14,14118,2021,12,2,0,7472
53392427,14,14118,2021,12,2,1,2650
53392427,14,14118,2021,12,2,2,4688
53392434,14,14118,2021,12,0,0,5681
53392434,14,14118,2021,12,0,1,6785
53392434,14,14118,2021,12,0,2,6443
53392434,14,14118,2021,12,1,0,4559
53392434,14,14118,2021,12,1,1,6336
53392434,14,14118,2021,12,1,2,5640
53392434,14,14118,2021,12,2,0,4848
53392434,14,14118,2021,12,2,1,6452
53392434,14,14118,2021,12,2,2,5847
53392435,14,14118,2021,12,0,0,1578
53392435,14,14118,2021,12,0,1,1509
53392435,14,14118,2021,12,0,2,1504
53392435,14,14118,2021,12,1,0,1326
53392435,14,14118,2021,12,1,1,1359
53392435,14,14118,2021,12,1,2,1329
53392435,14,14118,2021,12,2,0,1391
53392435,14,14118,2021,12,2,1,1398
53392435,14,14118,2021,12,2,2,1374
53392436,14,14118,2021,12,0,0,716
53392436,14,14118,2021,12,0,1,684
53392436,14,14118,2021,12,0,2,696
53392436,14,14118,2021,12,1,0,713
53392436,14,14118,2021,12,1,1,728
53392436,14,14118,2021,12,1,2,694
53392436,14,14118,2021,12,2,0,714
53392436,14,14118,2021,12,2,1,717
53392436,14,14118,2021,12,2,2,694
53392437,14,14118,2021,12,0,0,3175
53392437,14,14118,2021,12,0,1,3190
53392437,14,14118,2021,12,0,2,3231
53392437,14,14118,2021,12,1,0,2798
53392437,14,14118,2021,12,1,1,2992
53392437,14,14118,2021,12,1,2,2909
53392437,14,14118,2021,12,2,0,2896
53392437,14,14118,2021,12,2,1,3043
53392437,14,14118,2021,12,2,2,2992
53392444,14,14118,2021,12,0,0,10746
53392444,14,14118,2021,12,0,1,11862
53392444,14,14118,2021,12,0,2,11375
53392444,14,14118,2021,12,1,0,8371
53392444,14,14118,2021,12,1,1,11242
53392444,14,14118,2021,12,1,2,9875
53392444,14,14118,2021,12,2,0,8984
53392444,14,14118,2021,12,2,1,11402
53392444,14,14118,2021,12,2,2,10262
53392445,14,14118,2021,12,0,0,9616
53392445,14,14118,2021,12,0,1,11203
53392445,14,14118,2021,12,0,2,10563
53392445,14,14118,2021,12,1,0,8142
53392445,14,14118,2021,12,1,1,9831
53392445,14,14118,2021,12,1,2,9092
53392445,14,14118,2021,12,2,0,8523
53392445,14,14118,2021,12,2,1,10185
53392445,14,14118,2021,12,2,2,9472
53392446,14,14118,2021,12,0,0,13269
53392446,14,14118,2021,12,0,1,15997
53392446,14,14118,2021,12,0,2,14884
53392446,14,14118,2021,12,1,0,11492
53392446,14,14118,2021,12,1,1,15267
53392446,14,14118,2021,12,1,2,13624
53392446,14,14118,2021,12,2,0,11951
53392446,14,14118,2021,12,2,1,15455
53392446,14,14118,2021,12,2,2,13949
53392447,14,14118,2021,12,0,0,7857
53392447,14,14118,2021,12,0,1,8574
53392447,14,14118,2021,12,0,2,8259
53392447,14,14118,2021,12,1,0,8285
53392447,14,14118,2021,12,1,1,9127
53392447,14,14118,2021,12,1,2,8733
53392447,14,14118,2021,12,2,0,8175
53392447,14,14118,2021,12,2,1,8985
53392447,14,14118,2021,12,2,2,8611
53392454,14,14118,2021,12,0,0,8957
53392454,14,14118,2021,12,0,1,9817
53392454,14,14118,2021,12,0,2,9534
53392454,14,14118,2021,12,1,0,7037
53392454,14,14118,2021,12,1,1,9380
53392454,14,14118,2021,12,1,2,8179
53392454,14,14118,2021,12,2,0,7532
53392454,14,14118,2021,12,2,1,9493
53392454,14,14118,2021,12,2,2,8529
53392455,14,14118,2021,12,0,0,21006
53392455,14,14118,2021,12,0,1,13586
53392455,14,14118,2021,12,0,2,16418
53392455,14,14118,2021,12,1,0,18941
53392455,14,14118,2021,12,1,1,13521
53392455,14,14118,2021,12,1,2,15748
53392455,14,14118,2021,12,2,0,19474
53392455,14,14118,2021,12,2,1,13538
53392455,14,14118,2021,12,2,2,15921
53392456,14,14118,2021,12,0,0,12197
53392456,14,14118,2021,12,0,1,9663
53392456,14,14118,2021,12,0,2,10536
53392456,14,14118,2021,12,1,0,10763
53392456,14,14118,2021,12,1,1,9225
53392456,14,14118,2021,12,1,2,9859
53392456,14,14118,2021,12,2,0,11133
53392456,14,14118,2021,12,2,1,9338
53392456,14,14118,2021,12,2,2,10034
53392457,14,14118,2021,12,0,0,3597
53392457,14,14118,2021,12,0,1,4371
53392457,14,14118,2021,12,0,2,4107
53392457,14,14118,2021,12,1,0,3777
53392457,14,14118,2021,12,1,1,4179
53392457,14,14118,2021,12,1,2,4059
53392457,14,14118,2021,12,2,0,3731
53392457,14,14118,2021,12,2,1,4229
53392457,14,14118,2021,12,2,2,4071
53392465,14,14118,2021,12,0,0,4106
53392465,14,14118,2021,12,0,1,4246
53392465,14,14118,2021,12,0,2,4194
53392465,14,14118,2021,12,1,0,3469
53392465,14,14118,2021,12,1,1,4121
53392465,14,14118,2021,12,1,2,3775
53392465,14,14118,2021,12,2,0,3634
53392465,14,14118,2021,12,2,1,4153
53392465,14,14118,2021,12,2,2,3883
53392466,14,14118,2021,12,0,0,31584
53392466,14,14118,2021,12,0,1,22865
53392466,14,14118,2021,12,0,2,26448
53392466,14,14118,2021,12,1,0,22868
53392466,14,14118,2021,12,1,1,20856
53392466,14,14118,2021,12,1,2,21354
53392466,14,14118,2021,12,2,0,25118
53392466,14,14118,2021,12,2,1,21374
53392466,14,14118,2021,12,2,2,22669
53392467,14,14118,2021,12,0,0,6573
53392467,14,14118,2021,12,0,1,8756
53392467,14,14118,2021,12,0,2,7791
53392467,14,14118,2021,12,1,0,5440
53392467,14,14118,2021,12,1,1,8368
53392467,14,14118,2021,12,1,2,6816
53392467,14,14118,2021,12,2,0,5732
53392467,14,14118,2021,12,2,1,8468
53392467,14,14118,2021,12,2,2,7067
53392468,14,14118,2021,12,0,0,5046
53392468,14,14118,2021,12,0,1,4800
53392468,14,14118,2021,12,0,2,5005
53392468,14,14118,2021,12,1,0,4918
53392468,14,14118,2021,12,1,1,4937
53392468,14,14118,2021,12,1,2,5039
53392468,14,14118,2021,12,2,0,4951
53392468,14,14118,2021,12,2,1,4902
53392468,14,14118,2021,12,2,2,5030
53392475,14,14118,2021,12,0,0,10299
